epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population_2019,is_last,is_repeated
25,2020-06-19,63,PB,Congo,2504702,city,15,313.41412,0,1,0,0.0667,4786,True,False
25,2020-06-19,59,PB,Coremas,2504801,city,23,148.91551,0,0,0,0.0,15445,True,False
25,2020-06-19,57,PB,Coxixola,2504850,city,8,416.44977,0,0,0,0.0,1921,True,False
25,2020-06-19,60,PB,Cruz do Espírito Santo,2504900,city,167,964.25891,0,11,0,0.0659,17319,True,False
25,2020-06-19,22,PB,Cubati,2505006,city,24,307.8107,0,0,0,0.0,7797,True,False
25,2020-06-19,39,PB,Cuité,2505105,city,35,172.09165,0,1,0,0.0286,20338,True,False
25,2020-06-19,40,PB,Cuité de Mamanguape,2505238,city,25,393.51487,0,0,0,0.0,6353,True,False
25,2020-06-19,44,PB,Cuitegi,2505204,city,72,1058.35661,0,1,0,0.0139,6803,True,False
25,2020-06-19,37,PB,Curral de Cima,2505279,city,13,248.70863,0,0,0,0.0,5227,True,False
25,2020-06-19,18,PB,Curral Velho,2505303,city,1,39.74563,0,0,0,0.0,2516,True,False
25,2020-06-19,28,PB,Damião,2505352,city,2,37.52345,0,0,0,0.0,5330,True,False
25,2020-06-19,29,PB,Desterro,2505402,city,17,204.89333,0,0,0,0.0,8297,True,False
25,2020-06-19,16,PB,Diamante,2505600,city,2,30.52503,0,0,0,0.0,6552,True,False
25,2020-06-19,29,PB,Dona Inês,2505709,city,6,57.39979,0,0,0,0.0,10453,True,False
25,2020-06-19,40,PB,Duas Estradas,2505808,city,37,1028.92102,0,1,0,0.027,3596,True,False
25,2020-06-19,29,PB,Emas,2505907,city,1,28.39296,0,0,0,0.0,3522,True,False
25,2020-06-19,55,PB,Esperança,2506004,city,169,512.0126,0,0,0,0.0,33007,True,False
25,2020-06-19,31,PB,Fagundes,2506103,city,23,204.38994,0,2,0,0.087,11253,True,False
25,2020-06-19,5,PB,Frei Martinho,2506202,city,1,33.45601,0,0,0,0.0,2989,True,False
25,2020-06-19,41,PB,Gado Bravo,2506251,city,50,601.2506,0,1,0,0.02,8316,True,False
25,2020-06-19,58,PB,Guarabira,2506301,city,1396,2372.81798,0,14,0,0.01,58833,True,False
25,2020-06-19,56,PB,Gurinhém,2506400,city,99,700.68653,0,0,0,0.0,14129,True,False
25,2020-06-19,31,PB,Gurjão,2506509,city,17,495.91599,0,1,0,0.0588,3428,True,False
25,2020-06-19,32,PB,Ibiara,2506608,city,5,84.33125,0,0,0,0.0,5929,True,False
25,2020-06-19,89,PB,Igaracy,2502607,city,2,32.69577,0,0,0,0.0,6117,True,False
25,2020-06-19,50,PB,Imaculada,2506707,city,11,93.07048,0,0,0,0.0,11819,True,False
