epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population_2019,is_last,is_repeated
23,2020-06-05,16,PB,Água Branca,2500106,city,4,39.0854,0,1,0,0.25,10234,False,True
23,2020-06-05,18,PB,Aguiar,2500205,city,1,17.7305,0,0,0,0.0,5640,False,True
23,2020-06-05,43,PB,Alagoa Grande,2500304,city,89,312.32454,0,1,0,0.0112,28496,False,True
23,2020-06-05,45,PB,Alagoa Nova,2500403,city,50,239.81966,0,2,0,0.04,20849,False,True
23,2020-06-05,33,PB,Alagoinha,2500502,city,132,911.03596,0,0,0,0.0,14489,False,True
23,2020-06-05,10,PB,Alcantil,2500536,city,4,72.83321,0,0,0,0.0,5492,False,True
23,2020-06-05,38,PB,Alhandra,2500601,city,172,878.08863,0,4,0,0.0233,19588,False,True
23,2020-06-05,22,PB,Amparo,2500734,city,12,536.19303,0,0,0,0.0,2238,False,True
23,2020-06-05,17,PB,Aparecida,2500775,city,8,95.84282,0,0,0,0.0,8347,False,True
23,2020-06-05,39,PB,Araçagi,2500809,city,45,264.90846,0,0,0,0.0,16987,False,True
23,2020-06-05,22,PB,Arara,2500908,city,21,155.902,0,0,0,0.0,13470,False,True
23,2020-06-05,15,PB,Araruna,2501005,city,4,19.69279,0,0,0,0.0,20312,False,True
23,2020-06-05,42,PB,Areia,2501104,city,66,289.23266,0,1,0,0.0152,22819,False,True
23,2020-06-05,11,PB,Areia de Baraúnas,2501153,city,1,46.99248,0,0,0,0.0,2128,False,True
23,2020-06-05,24,PB,Areial,2501203,city,13,185.76736,0,1,0,0.0769,6998,False,True
23,2020-06-05,27,PB,Aroeiras,2501302,city,32,167.07565,0,0,0,0.0,19153,False,True
23,2020-06-05,12,PB,Assunção,2501351,city,18,451.12782,0,0,0,0.0,3990,False,True
23,2020-06-05,30,PB,Baía da Traição,2501401,city,64,711.66463,0,1,0,0.0156,8993,False,True
23,2020-06-05,29,PB,Bananeiras,2501500,city,36,168.87138,0,0,0,0.0,21318,False,True
23,2020-06-05,8,PB,Baraúna,2501534,city,42,858.54456,0,0,0,0.0,4892,False,True
